Shop Number,Item Code,Item Button,Act Flag,Shop Name,Menu Item Name,Price
803222,V10030500155,1,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,ก๋วยเตี๋ยวลูกชิ้น,60
803222,V10030500184,2,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,ก๋วยเตี๋ยวเย็นตาโฟ,65
803222,V10040800404,3,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,ก๋วยเตี๋ยวแห้งต้มยำ,65
803222,V10040700163,4,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,ก๋วยเตี๋ยวเส้นปลา,70
803222,V10030500251,5,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,เส้นปลาน้ำ/แห้ง/ต้มยำ,70
803222,V10030500247,6,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,วุ้นเส้นต้มยำ,65
803222,V10030500372,7,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,ก๋วยจั๊บ,65
803222,V10041900157,8,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,เกาเหลาเลือดหมู,75
803222,V10083100001,9,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,เกาเหลา + ข้าวเปล่า,75
803222,V12122000009,10,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,เกี๊ยวทอด,55
803222,V10032500043,11,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,เพิ่มพิเศษ,15
803222,V251117002,100,Y,ก๋วยเตี๋ยวลูกชิ้นปลา,Delivery,10
803223,V10030500384,1,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ข้าวมันไก่,55
803223,V10030500386,2,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ข้าวมันไก่ทอด,60
803223,V10030500428,3,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ข้าวมันไก่ทูอินวันธรรมดา,75
803223,V14110300001,4,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ข้าวยำไก่ทอด,70
803223,V10033000107,5,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ไก่ต้มสับ,115
803223,V10030500499,6,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ไก่ทอดสับ,125
803223,V10040200158,7,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ไก่สับ 2 อย่าง,135
803223,V10042000134,8,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ไก่ต้ม,45
803223,V10040100148,9,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ไก่ทอดชิ้น,45
803223,V10040700105,10,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ข้าวมันเปล่า,15
803223,V10040900148,11,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,เพิ่มพิเศษ,10
803223,V10033100278,12,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,ใส่กล่องกลับบ้านเพิ่ม,7
803223,V251117002,100,Y,จีฟาไฉข้าวมันไก่สิงคโปร์,Delivery,10
803224,V241015003,1,Y,Habu Cha,ชานมไต้หวัน,19
803224,V230515023,2,Y,Habu Cha,ชาผลไม้,19
803224,V21101900001,3,Y,Habu Cha,ชานม,24
803224,V230726008,4,Y,Habu Cha,เมนูโซดา,20
803224,V10032500006,5,Y,Habu Cha,น้ำสมุนไพร,22
803224,V241213001,6,Y,Habu Cha,เครื่องดื่ม,49
803224,V231128009,7,Y,Habu Cha,อเมริกาโน่,35
803224,V10040300018,8,Y,Habu Cha,เอสเปสโซ่ เย็น,40
803224,V10040500202,9,Y,Habu Cha,คาปูชิโน่เย็น,45
803224,V230112007,10,Y,Habu Cha,มอคค่าเย็น,45
803224,V230717001,11,Y,Habu Cha,ลาเต้เย็น,45
803224,V240223012,12,Y,Habu Cha,สเลอร์ปี้ชาไทย,40
803224,V241015002,13,Y,Habu Cha,น้ำพันซ์,30
803224,V230728001,14,Y,Habu Cha,น้ำดื่ม,12
803224,V231114010,15,Y,Habu Cha,น้ำแข็งเปล่า,3
803224,V19032800002,16,Y,Habu Cha,วาฟเฟิล,40
803224,V10033000278,17,Y,Habu Cha,ไอศครีม,20
803224,V17020900004,18,Y,Habu Cha,เพิ่ม Topping,5
803224,V17020900005,19,Y,Habu Cha,เพิ่ม Topping 10,10
803224,V19072500016,20,Y,Habu Cha,Topping A,15
803224,V251117002,100,Y,Habu Cha,Delivery,10
803225,V10042700038,1,Y,ส้มตำ อาหารอีสาน,ส้มตำไทย ปู ปลาร้า,59
803225,V10030500078,2,Y,ส้มตำ อาหารอีสาน,ตำซั่ว /ตำหอยดอง,59
803225,V10033100041,3,Y,ส้มตำ อาหารอีสาน,ตำแตง,59
803225,V17112800002,4,Y,ส้มตำ อาหารอีสาน,ตำไทย/ตำข้าวโพด,69
803225,V10040500207,5,Y,ส้มตำ อาหารอีสาน,ตำกุ้งสด,89
803225,V10030500135,6,Y,ส้มตำ อาหารอีสาน,ตำปูม้า,120
803225,V10042200059,7,Y,ส้มตำ อาหารอีสาน,ส้มตำป่า,69
803225,V10030500048,8,Y,ส้มตำ อาหารอีสาน,น้ำตกหมู ลาบหมู,79
803225,V10033100087,9,Y,ส้มตำ อาหารอีสาน,ลาบเนื้อ,100
803225,V10030500074,10,Y,ส้มตำ อาหารอีสาน,คอหมูย่าง,79
803225,V10033100395,11,Y,ส้มตำ อาหารอีสาน,ซุปหน่อไม้,59
803225,V10041900013,12,Y,ส้มตำ อาหารอีสาน,ยำต่างๆ,59
803225,V240131006,13,Y,ส้มตำ อาหารอีสาน,ยำหมูยอ,79
803225,V10033000287,14,Y,ส้มตำ อาหารอีสาน,ยำรวมมิตรทะเล,120
803225,V10031900075,15,Y,ส้มตำ อาหารอีสาน,ยำสามกรอบ,79
803225,V230329002,16,Y,ส้มตำ อาหารอีสาน,ลูกชิ้นไม้ละ,12
803225,V10042700044,17,Y,ส้มตำ อาหารอีสาน,ขนมจีน/ข้าวเหนียว,12
803225,V10031900082,18,Y,ส้มตำ อาหารอีสาน,ไก่ย่าง,12
803225,V251117002,100,Y,ส้มตำ อาหารอีสาน,Delivery,10
803226,V10030500028,1,Y,โทริมารุ คาราอาเกะ,ไก่คาราเกะ,45
803226,V240814040,2,Y,โทริมารุ คาราอาเกะ,ไก่คาราเกะ M,65
803226,V240814042,3,Y,โทริมารุ คาราอาเกะ,ไก่คาราเกะ L,85
803226,V14060200001,4,Y,โทริมารุ คาราอาเกะ,ข้าวไก่คาราเกะ,55
803226,V230515014,5,Y,โทริมารุ คาราอาเกะ,ข้าวไก่คาราเกะ,60
803226,V230515015,6,Y,โทริมารุ คาราอาเกะ,มาม่าไก่แซ่บ,55
803226,V240814044,7,Y,โทริมารุ คาราอาเกะ,ไก่คาราเกะ ยำแซ่บ,50
803226,V14012200002,8,Y,โทริมารุ คาราอาเกะ,ชุดไก่คาราเกะราดซอส,60
803226,V10033100278,9,Y,โทริมารุ คาราอาเกะ,ใส่กล่องกลับบ้านเพิ่ม,7
803226,V251117002,100,Y,โทริมารุ คาราอาเกะ,Delivery,10
803227,V260317001,1,Y,เครื่องดื่มทุกชนิด,น้ำดื่ม อควาฟิน่า,10
803227,V260317002,2,Y,เครื่องดื่มทุกชนิด,เป๊ปซี่ (16 Oz.),25
803227,V260317003,3,Y,เครื่องดื่มทุกชนิด,เป๊ปซี่ (22 Oz.),30
803227,V260317004,4,Y,เครื่องดื่มทุกชนิด,เป๊ปซี่ ไม่มีน้ำตาล (16 Oz.),25
803227,V260317005,5,Y,เครื่องดื่มทุกชนิด,เป๊ปซี่ ไม่มีน้ำตาล (22 Oz.),30
803227,V260317006,6,Y,เครื่องดื่มทุกชนิด,มิรินด้า รสส้ม (16 Oz.),25
803227,V260317007,7,Y,เครื่องดื่มทุกชนิด,มิรินด้า รสส้ม (22 Oz.),30
803227,V260317008,8,Y,เครื่องดื่มทุกชนิด,มิรินด้า รสสตรอว์เบอร์รี่ (16 Oz.),25
803227,V260317009,9,Y,เครื่องดื่มทุกชนิด,มิรินด้า รสสตรอว์เบอร์รี่ (22 Oz.),30
803227,V260317010,10,Y,เครื่องดื่มทุกชนิด,เซเว่นอัพ (16 Oz.),25
803227,V260317011,11,Y,เครื่องดื่มทุกชนิด,เซเว่นอัพ (22 Oz.),30
803227,V260317012,12,Y,เครื่องดื่มทุกชนิด,ลิปตันชามะนาว (16 Oz.),25
803227,V260317013,13,Y,เครื่องดื่มทุกชนิด,ลิปตันชามะนาว (22 Oz.),30
803227,V260317014,14,Y,เครื่องดื่มทุกชนิด,น้ำฝรั่ง (16 Oz.),25
803227,V260317015,15,Y,เครื่องดื่มทุกชนิด,น้ำฝรั่ง (22 Oz.),30
803227,V260317016,16,Y,เครื่องดื่มทุกชนิด,น้ำอัญชันมะนาว (16 Oz.),25
803227,V260317017,17,Y,เครื่องดื่มทุกชนิด,น้ำอัญชันมะนาว (22 Oz.),30
803227,V260317018,18,Y,เครื่องดื่มทุกชนิด,น้ำเก๊กฮวย (16 Oz.),25
803227,V260317019,19,Y,เครื่องดื่มทุกชนิด,น้ำเก๊กฮวย (22 Oz.),30
803227,V260317020,20,Y,เครื่องดื่มทุกชนิด,น้ำชาเขียว (16 Oz.),25
803227,V260317021,21,Y,เครื่องดื่มทุกชนิด,น้ำชาเขียว (22 Oz.),30
803227,V260317022,22,Y,เครื่องดื่มทุกชนิด,ชานมเย็น (16 Oz.),40
803227,V260317023,23,Y,เครื่องดื่มทุกชนิด,ชานมเย็น (22 Oz.),45
803227,V260317024,24,Y,เครื่องดื่มทุกชนิด,นมชมพู (16 Oz.),40
803227,V260317025,25,Y,เครื่องดื่มทุกชนิด,นมชมพู (22 Oz.),45
803227,V260317026,26,Y,เครื่องดื่มทุกชนิด,Pepsi can 245ml,25
803227,V260317027,27,Y,เครื่องดื่มทุกชนิด,Pepsi Max can 245ml,25
803227,V260317028,28,Y,เครื่องดื่มทุกชนิด,7 Up Zero sugar,25
803227,V260317029,29,Y,เครื่องดื่มทุกชนิด,ที พลัส ชาอู่หลง สูตรกลมกล่อม 500ml,30
803227,V260317030,30,Y,เครื่องดื่มทุกชนิด,ที พลัส ชาอู่หลง ฮันนี่เลม่อน 500ml,30
803227,V260317031,31,Y,เครื่องดื่มทุกชนิด,ที พลัส ชาเขียวอู่หลง สูตรไม่ม่น้ำตาล 500ml,30
803227,V260317032,32,Y,เครื่องดื่มทุกชนิด,สปอนเซอร์,20
803227,V260317033,33,Y,เครื่องดื่มทุกชนิด,โซดาสิงห์,20
803227,V260317034,34,Y,เครื่องดื่มทุกชนิด,ไฮเนเก้น 0% Alcohol,60
803227,V260317035,35,Y,เครื่องดื่มทุกชนิด,Bundaberg Root Beer 375ml,85
803227,V260317036,36,Y,เครื่องดื่มทุกชนิด,Bundaberg Ginger Beer 375ml,85
803227,V260317037,37,Y,เครื่องดื่มทุกชนิด,ORANGINA,90
803227,V260317038,38,Y,เครื่องดื่มทุกชนิด,เบียร์ช้าง 320ml,60
803227,V260317039,39,Y,เครื่องดื่มทุกชนิด,เบียร์สิงห์ 320ml,70
803227,V260317040,40,Y,เครื่องดื่มทุกชนิด,เบียร์ไฮเนเก้น,85
803227,V260317041,41,Y,เครื่องดื่มทุกชนิด,น้ำมะพร้าว,50
803227,V260317042,42,Y,เครื่องดื่มทุกชนิด,น้ำส้ม,55
803227,V260317043,43,Y,เครื่องดื่มทุกชนิด,Singha Lemon Soda,25
803227,V260317044,44,Y,เครื่องดื่มทุกชนิด,Singha Red Lemon Soda,25
803227,V260317045,45,Y,เครื่องดื่มทุกชนิด,Singha Plum Lemon Soda,25
803227,V10033100278,46,Y,เครื่องดื่มทุกชนิด,ใส่กล่องกลับบ้านเพิ่ม,7
803227,V251117002,47,Y,เครื่องดื่มทุกชนิด,Delivery,10
