เลขร้านค้า,ชื่อร้านค้า,รายการไอเทม,ราคา
803226,โทริมารุ คาราอาเกะ,ข้าวไก่คาราเกะ,60.00
803226,โทริมารุ คาราอาเกะ,มาม่าไก่แซ่บ,55.00
803226,โทริมารุ คาราอาเกะ,ไก่คาราเกะ ยำแซ่บ,50.00
803226,โทริมารุ คาราอาเกะ,ชุดไก่คาราเกะราดซอส,60.00
803226,โทริมารุ คาราอาเกะ,ใส่กล่องกลับบ้านเพิ่ม,7.00
803226,โทริมารุ คาราอาเกะ,Delivery,10.00
803227,เครื่องดื่มทุกชนิด,น้ำดื่ม อควาฟิน่า,10.00
803227,เครื่องดื่มทุกชนิด,เป๊ปซี่ (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,เป๊ปซี่ (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,เป๊ปซี่ ไม่มีน้ำตาล (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,เป๊ปซี่ ไม่มีน้ำตาล (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,มิรินด้า รสส้ม (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,มิรินด้า รสส้ม (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,มิรินด้า รสสตรอว์เบอร์รี่ (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,มิรินด้า รสสตรอว์เบอร์รี่ (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,เซเว่นอัพ (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,เซเว่นอัพ (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,ลิปตันชามะนาว (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,ลิปตันชามะนาว (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,น้ำฝรั่ง (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,น้ำฝรั่ง (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,น้ำอัญชันมะนาว (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,น้ำอัญชันมะนาว (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,น้ำเก๊กฮวย (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,น้ำเก๊กฮวย (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,น้ำชาเขียว (16 Oz.),25.00
803227,เครื่องดื่มทุกชนิด,น้ำชาเขียว (22 Oz.),30.00
803227,เครื่องดื่มทุกชนิด,ชานมเย็น (16 Oz.),40.00
803227,เครื่องดื่มทุกชนิด,ชานมเย็น (22 Oz.),45.00
803227,เครื่องดื่มทุกชนิด,นมชมพู (16 Oz.),40.00
803227,เครื่องดื่มทุกชนิด,นมชมพู (22 Oz.),45.00
803227,เครื่องดื่มทุกชนิด,Pepsi can 245ml,25.00
803227,เครื่องดื่มทุกชนิด,Pepsi Max can 245ml,25.00
803227,เครื่องดื่มทุกชนิด,7 Up Zero sugar,25.00
803227,เครื่องดื่มทุกชนิด,ที พลัส ชาอู่หลง สูตรกลมกล่อม 500ml,30.00
803227,เครื่องดื่มทุกชนิด,ที พลัส ชาอู่หลง ฮันนี่เลม่อน 500ml,30.00
803227,เครื่องดื่มทุกชนิด,ที พลัส ชาเขียวอู่หลง สูตรไม่ม่น้ำตาล 500ml,30.00
803227,เครื่องดื่มทุกชนิด,สปอนเซอร์,20.00
803227,เครื่องดื่มทุกชนิด,โซดาสิงห์,20.00
803227,เครื่องดื่มทุกชนิด,ไฮเนเก้น 0% Alcohol,60.00
803227,เครื่องดื่มทุกชนิด,Bundaberg Root Beer 375ml,85.00
803227,เครื่องดื่มทุกชนิด,Bundaberg Ginger Beer 375ml,85.00
803227,เครื่องดื่มทุกชนิด,ORANGINA,90.00
803227,เครื่องดื่มทุกชนิด,เบียร์ช้าง 320ml,60.00
803227,เครื่องดื่มทุกชนิด,เบียร์สิงห์ 320ml,70.00
803227,เครื่องดื่มทุกชนิด,เบียร์ไฮเนเก้น,85.00
803227,เครื่องดื่มทุกชนิด,น้ำมะพร้าว,50.00
803227,เครื่องดื่มทุกชนิด,น้ำส้ม,55.00
803227,เครื่องดื่มทุกชนิด,Singha Lemon Soda,25.00
803227,เครื่องดื่มทุกชนิด,Singha Red Lemon Soda,25.00
803227,เครื่องดื่มทุกชนิด,Singha Plum Lemon Soda,25.00
803227,เครื่องดื่มทุกชนิด,ใส่กล่องกลับบ้านเพิ่ม,7.00
803227,เครื่องดื่มทุกชนิด,Delivery,10.00
